symbol,return,score
600329,0.13598300212473435,40
300724,0.28228782287822873,39
603707,0.042937853107344603,37
688082,0.16810705324783945,37
301308,0.23936765528819248,37
600021,0.0759943181818182,36
300661,0.018370729397345284,34
601336,0.2317214061726356,34
600977,0.2864493996569468,32
300009,0.2558540935504286,31
688036,0.09861365419827363,31
688777,0.08072414304792992,31
300672,-0.006124801844646161,29
600415,0.13870421066353802,29
600426,0.13989408649602816,29
