symbol
002597
002690
300346
300012
688050
603868
600585
601339
300073
603198
601800
000830
300390
600030
605117
600312
002236
000426
688122
688037
603027
002518
603179
002176
002541
002415
301035
600350
605296
601666
601088
002353
601058
601919
603786
300957
688120
300763
688100
300454
002714
002920
301589
603305
002572
600398
688018
605499
600583
301029
601668
000776
600997
300316
601717
600685
300458
000975
601865
600415
600938
603659
301015
688295
001203
300122
688249
300595
600985
300568
002312
002459
002966
300866
600019
301536
688041
601398
601168
600900
688281
600028
300474
002906
000408
002558
000333
002532
601390
601600
002984
300394
301358
603871
600295
000858
600887
600329
000966
000002
600977
002311
603529
002756
001308
600000
300677
601233
601328
600438
600150
300033
601098
002252
300001
301236
600873
000630
301308
002773
300002
832982
688472
002475
600016
603939
300144
688506
600123
601857
002027
600905
601998
000032
300009
600436
002371
688617
601766
300498
302132
300750
000807
600021
300765
600803
600282
000792
300413
600863
300115
300124
300604
002821
000568
300699
300432
688188
600098
002223
000513
002506
600519
603893
001389
300014
600361
300433
002608
688271
002244
300666
603613
002508
002468
688183
300803
002056
002648
000034
300633
600461
688349
002155
300751
601825
002402
002497
688582
600009
300601
300285
601006
601658
600933
300383
688099
002128
300775
688111
300779
601000
688082
300896
600066
000878
002266
603259
603707
300347
603568
835185
300676
601198
600795
601186
300567
603456
600171
301269
002028
605111
002594
003031
688234
601818
688777
600392
688301
600971
601633
300015
688599
601077
300457
600132
002050
300476
000683
688278
603290
002320
600157
600026
601229
300661
002607
002304
600036
601928
601969
688248
300919
601601
300054
300782
600547
001979
601166
300024
002865
000786
301165
300058
002595
300118
300450
000895
688361
300760
688052
000999
600755
688153
000538
603899
603225
000737
300623
600177
600011
688568
600901
603195
603519
002517
002867
688676
603886
300529
301498
002463
300735
300418
300308
600089
002249
000596
601702
300979
600546
600623
300408
300142
300502
688213
002422
688200
600373
300999
000625
601958
000997
600675
601816
600919
600018
300888
603596
300628
601808
002131
601567
601728
600549
603501
002001
300442
600563
688981
601939
300212
601009
002460
603444
000708
688520
600729
300558
002372
603565
600456
300136
601899
603605
688608
002340
000423
603369
603799
002429
300070
601336
300759
688005
300496
000403
688036
603317
689009
601288
300373
600256
600809
601918
002179
600141
601689
601127
301611
603606
001965
603806
600760
300339
600057
688008
601169
000933
601318
000338
001286
600023
002409
000301
603556
600460
600660
000921
688385
600707
603979
600426
000100
601225
300776
002318
002831
300059
002430
603236
300487
301301
688002
600048
603056
600039
605090
000157
688516
300274
002074
603688
000425
300748
601699
300627
300146
002472
688169
000893
600015
688578
600872
301267
300298
002850
300573
603338
688223
603486
002625
000651
002240
300037
600779
603129
300761
002709
002601
600104
600160
688032
603025
300832
600096
300724
600548
601988
002432
300253
002837
300672
300777
300679
002484
300395
002978
600578
688778
688012
688072
300003
600737
002738
300017
300223
300207
600032
000543
300251
603993
600188
300857
600499
600153
600702
